iter	RMSE
534	2.580412203
535	2.575189822
536	2.567896746
537	2.557367972
538	2.544684136
539	2.543561081
540	2.536088569
541	2.530840619
542	2.520612975
543	2.518447556
544	2.51132333
545	2.4994916
546	2.491178068
547	2.482129024
548	2.473913481
549	2.463983044
550	2.457513134
551	2.446952465
552	2.439051073
553	2.430894528
554	2.426183408
555	2.416391237
556	2.409308557
557	2.400888302
558	2.393877319
559	2.388760407
560	2.38178716
561	2.374918312
562	2.366429172
563	2.359326057
564	2.352583415
565	2.346307479
566	2.33523093
567	2.330009855
568	2.323756267
569	2.319076944
570	2.31757136
571	2.31079984
572	2.309822419
573	2.301651711
574	2.294809389
575	2.289008393
576	2.279832557
577	2.273891678
578	2.267093902
579	2.264473685
580	2.263024236
581	2.25782342
582	2.25140024
583	2.250260533
584	2.247512197
585	2.241831972
586	2.23516804
587	2.230498331
588	2.225069149
589	2.217131711
590	2.21039122
591	2.209327816
592	2.20423813
593	2.195335917
594	2.190130745
595	2.183950379
596	2.183020546
597	2.179880564
598	2.178932191
599	2.172531737
600	2.167484492
601	2.159427958
602	2.155527763
603	2.149761264
604	2.143809674
605	2.143237859
606	2.136095733
607	2.135399151
608	2.12940384
609	2.121733581
610	2.112431835
611	2.109096166
612	2.101924838
613	2.09965618
614	2.094657249
615	2.087481703
616	2.081894223
617	2.075459789
618	2.070126743
619	2.060379406
620	2.054936759
621	2.049285395
622	2.048492415
623	2.045037866
624	2.039429264
625	2.033337286
626	2.023922252
627	2.015116651
628	2.005917201
629	1.998709471
630	1.992489734
631	1.990572204
632	1.989406811
633	1.985510725
634	1.977765524
635	1.971618932
636	1.965311627
637	1.959319924
638	1.958123564
639	1.953908228
640	1.948476739
641	1.945273829
642	1.940402703
643	1.933014817
644	1.924925493
645	1.919040658
646	1.915889254
647	1.908227577
648	1.902603504
649	1.894163047
650	1.891710855
651	1.889072507
652	1.884948795
653	1.878304094
654	1.877499424
655	1.870609307
656	1.86785621
657	1.862738686
658	1.859025865
659	1.852199895
660	1.850946711
661	1.847434767
662	1.846991673
663	1.842834852
664	1.835832149
665	1.830579107
666	1.827334465
667	1.825486604
668	1.819848016
669	1.816669194
670	1.812353011
671	1.804206431
672	1.798446958
673	1.794132373
674	1.79161378
675	1.787982144
676	1.783652523
677	1.781529704
678	1.779490598
679	1.777130742
680	1.776621058
681	1.770303727
682	1.768628966
683	1.763874035
684	1.758415074
685	1.757223549
686	1.753597844
687	1.751034892
688	1.748878333
689	1.742480965
690	1.739603924
691	1.73581795
692	1.729813599
693	1.72383413
694	1.717390875
695	1.714838298
696	1.707925489
697	1.703154262
698	1.698561835
699	1.69307271
700	1.689024157
701	1.685491874
702	1.677991674
703	1.677154221
704	1.670431349
705	1.667118886
706	1.663135879
707	1.658746377
708	1.652764767
709	1.65060387
710	1.643579982
711	1.641287297
712	1.637112344
713	1.633910344
714	1.63317333
715	1.626648322
716	1.622660805
717	1.618174003
718	1.612857426
719	1.609904653
720	1.609291296
721	1.606150461
722	1.604396587
723	1.599293253
724	1.598534922
725	1.595198623
726	1.591426129
727	1.586964762
728	1.583245099
729	1.578011627
730	1.571251563
731	1.566212597
732	1.561411054
733	1.55672084
734	1.552367424
735	1.547962976
736	1.545780369
737	1.542389238
738	1.53974039
739	1.539200814
740	1.537572712
741	1.536341578
742	1.534965798
743	1.533731673
744	1.529658503
745	1.526392596
746	1.522708667
747	1.51836538
748	1.514396261
749	1.509114964
750	1.506261087
751	1.501449737
752	1.497002136
753	1.493182917
754	1.492755946
755	1.487104938
756	1.481949721
757	1.478670806
758	1.473532137
759	1.46936544
760	1.467615135
761	1.462746333
762	1.459627777
763	1.454026186
764	1.451700466
765	1.448621254
766	1.448192005
767	1.447721792
768	1.443192996
769	1.442587277
770	1.437855052
771	1.433158127
772	1.428251492
773	1.426491318
774	1.423779639
775	1.421429114
776	1.417290029
777	1.414996571
778	1.413144484
779	1.412802409
780	1.412263857
781	1.410584336
782	1.410081711
783	1.40602413
784	1.39928141
785	1.395323479
786	1.394620207
787	1.390925792
788	1.38574202
789	1.385282675
790	1.381815076
791	1.37776209
792	1.377369269
793	1.370479907
794	1.366000882
795	1.361613816
796	1.357637746
797	1.355596878
798	1.352995558
799	1.350191853
800	1.346728679
801	1.345800905
802	1.342027269
803	1.341382423
804	1.340980271
805	1.339540168
806	1.336009959
807	1.335678549
808	1.329890265
809	1.324101192
810	1.32080551
811	1.316836463
812	1.314746038
813	1.313519596
814	1.311316465
815	1.3109694
816	1.308327433
817	1.30365442
818	1.298271286
819	1.297687832
820	1.29735166
821	1.296871369
822	1.293213322
823	1.29003993
824	1.285633451
825	1.284387708
826	1.280779656
827	1.280446888
828	1.277429281
829	1.27311165
830	1.270855407
831	1.267874361
832	1.267158147
833	1.265448567
834	1.262996975
835	1.260270582
836	1.259425275
837	1.255579202
838	1.252724366
839	1.250515819
840	1.247902726
841	1.24169124
842	1.240014754
843	1.236661499
844	1.235079951
845	1.232888612
846	1.231314066
847	1.226418845
848	1.224222307
849	1.221368626
850	1.219220737
851	1.215917006
852	1.212261088
853	1.208339004
854	1.206813807
855	1.201764029
856	1.201533218
857	1.198186277
858	1.196084415
859	1.193331621
860	1.19232522
861	1.19209015
862	1.189881257
863	1.186883168
864	1.186594437
865	1.183751316
866	1.181432177
867	1.178380566
868	1.175443542
869	1.170619113
870	1.167968017
871	1.165807136
872	1.165470674
873	1.164005871
874	1.162006898
875	1.157111605
876	1.155186861
877	1.152038547
878	1.149232138
879	1.148887825
880	1.146888981
881	1.14546216
882	1.144204827
883	1.139320452
884	1.137122629
885	1.13345259
886	1.130697732
887	1.127762865
888	1.123974532
889	1.122068669
890	1.119292266
891	1.118808904
892	1.116203225
893	1.114900473
894	1.113242708
895	1.111950943
896	1.110318228
897	1.105449357
898	1.105180334
899	1.103371018
900	1.101144448
901	1.100791279
902	1.100497349
903	1.09834526
904	1.094220662
905	1.091704041
906	1.089740168
907	1.085660629
908	1.081712533
909	1.079295351
910	1.076789569
911	1.07308903
912	1.07285491
913	1.071025188
914	1.070043381
915	1.069749921
916	1.066609895
917	1.063502902
918	1.061196745
919	1.059197421
920	1.056711314
921	1.050717893
922	1.048736638
923	1.045217454
924	1.040139131
925	1.037156032
926	1.033794559
927	1.031456779
928	1.029232381
929	1.027143202
930	1.023658177
931	1.021883799
932	1.020908783
933	1.019452637
934	1.016608973
935	1.013784106
936	1.011558368
937	1.008270285
938	1.006713738
939	1.00269817
940	0.9992680733
941	0.9973511922
942	0.9965581168
943	0.9958080697
944	0.9933925267
945	0.9915991457
946	0.9893761917
947	0.9875223808
948	0.9853036399
949	0.9837469353
950	0.9804843729
951	0.9788921836
952	0.9765051134
953	0.975423822
954	0.9745916757
955	0.9707756251
956	0.9687364456
957	0.9684565608
958	0.9668404573
959	0.9650933242
960	0.9605668767
961	0.9589743762
962	0.9573316189
963	0.9539713323
964	0.952708288
965	0.9512808709
966	0.9498006765
967	0.9476561324
968	0.9459381114
969	0.9456906115
970	0.9439953577
971	0.9427425665
972	0.9417954022
973	0.9390864139
974	0.9362147835
975	0.93444095
976	0.9325980773
977	0.9321996575
978	0.9291065964
979	0.9269584133
980	0.9253597696
981	0.9216512464
982	0.9190830834
983	0.9161314547
984	0.9141928792
985	0.9127032234
986	0.9105924506
987	0.9090511823
988	0.9073808516
989	0.9045010569
990	0.9013680961
991	0.8998789615
992	0.8989922703
993	0.8973129201
994	0.8950407615
995	0.8933882006
996	0.8902122917
997	0.8891993122
998	0.8860983622
999	0.8842607829
